nama,jenis_lembaga,profile,provinsi ,alamat,kontak,jenis_kelamin,umur,jenis_kekerasan
LBH (Lembaga Bantuan Hukum) Medan,Hukum,Lembaga Bantuan Hukum Medan adalah organisasi masyarakat sipil yang mempunyai visi memberikan Bantuan Hukum Struktural bagi masyarakat miskin marginal dan tertindas di Sumatera Utara yang berlandaskan Hak Asasi Manusia. Memberikan bantuan dan pendampingan hukum melalui program bantuan hukum struktural kepada masyarakat yang tidak mampu tanpa membedakan agama keturunan ras gender keyakinan politik maupun latar belakang sosial budaya.,Sumatra Utara,Jln. Hindu No.12 Medan 20111 Sumatera Utara,"Telp (061)4515340
",pria,diatas 0 tahun,verbal
LBH (Lembaga Bantuan Hukum) Medan,Hukum,Lembaga Bantuan Hukum Medan adalah organisasi masyarakat sipil yang mempunyai visi memberikan Bantuan Hukum Struktural bagi masyarakat miskin marginal dan tertindas di Sumatera Utara yang berlandaskan Hak Asasi Manusia. Memberikan bantuan dan pendampingan hukum melalui program bantuan hukum struktural kepada masyarakat yang tidak mampu tanpa membedakan agama keturunan ras gender keyakinan politik maupun latar belakang sosial budaya.,Sumatra Utara,Jln. Hindu No.12 Medan 20111 Sumatra Utara,"Telp (061)4515340
",wanita,diatas 0 tahun,verbal
LBH (Lembaga Bantuan Hukum) Medan,Hukum,Lembaga Bantuan Hukum Medan adalah organisasi masyarakat sipil yang mempunyai visi memberikan Bantuan Hukum Struktural bagi masyarakat miskin marginal dan tertindas di Sumatera Utara yang berlandaskan Hak Asasi Manusia. Memberikan bantuan dan pendampingan hukum melalui program bantuan hukum struktural kepada masyarakat yang tidak mampu tanpa membedakan agama keturunan ras gender keyakinan politik maupun latar belakang sosial budaya.,Sumatra Utara,Jln. Hindu No.12 Medan 20111 Sumatra Utara,"Telp (061)4515340
",pria,diatas 0 tahun,fisik
LBH (Lembaga Bantuan Hukum) Medan,Hukum,Lembaga Bantuan Hukum Medan adalah organisasi masyarakat sipil yang mempunyai visi memberikan Bantuan Hukum Struktural bagi masyarakat miskin marginal dan tertindas di Sumatera Utara yang berlandaskan Hak Asasi Manusia. Memberikan bantuan dan pendampingan hukum melalui program bantuan hukum struktural kepada masyarakat yang tidak mampu tanpa membedakan agama keturunan ras gender keyakinan politik maupun latar belakang sosial budaya.,Sumatra Utara,Jln. Hindu No.12 Medan 20111 Sumatra Utara,"Telp (061)4515340
",wanita,diatas 0 tahun,fisik
P2TP2A Provinsi Sumatra Utara,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Sumatra Utara,Jln. Pangeran Diponegoro No.30 Medan Sumatra Utara,Telp. (061)4518954 ,pria,dibawah 18 tahun,verbal
P2TP2A Provinsi Sumatra Utara,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Sumatra Utara,Jln. Pangeran Diponegoro No.30 Medan Sumatra Utara,Telp. (061)4518954 ,wanita,diatas 0 tahun,verbal
P2TP2A Provinsi Sumatra Utara,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Sumatra Utara,Jln. Pangeran Diponegoro No.30 Medan Sumatra Utara,Telp. (061)4518954 ,pria,dibawah 18 tahun,fisik
P2TP2A Provinsi Sumatra Utara,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Sumatra Utara,Jln. Pangeran Diponegoro No.30 Medan Sumatra Utara,Telp. (061)4518954 ,wanita,diatas 0 tahun,fisik
LBH  Yesaya 56 ,Hukum,Lembaga Bantuan Hukum Yesaya 56 melayani masyarakat dengan memberikan layanan konsultasi hukum. Pengembangan organisasi dan untuk mempermudah akses Bantuan Hukum bagi Masyarakat tidak mampu (miskin). Yayasan YESAYA 56 sebagai Organisasi Pemberi Bantuan Hukum yg telah Terakreditasi berdasarkan Keputusan Menteri Hukum dan HAM RI No: M.HH-01.HN.03.03 TAHUN 2016. ,Sumatra Utara,Jln. Pembangunan Desa No.56 Purwodadi  Kec. Sunggal Kabupaten Deli Serdang Sumatera Utara 20352,Telp.  08116022455,pria,diatas 0 tahun,verbal
LBH  Yesaya 56 ,Hukum,Lembaga Bantuan Hukum Yesaya 56 melayani masyarakat dengan memberikan layanan konsultasi hukum. Pengembangan organisasi dan untuk mempermudah akses Bantuan Hukum bagi Masyarakat tidak mampu (miskin). Yayasan YESAYA 56 sebagai Organisasi Pemberi Bantuan Hukum yg telah Terakreditasi berdasarkan Keputusan Menteri Hukum dan HAM RI No: M.HH-01.HN.03.03 TAHUN 2016. ,Sumatra Utara,Jln. Pembangunan Desa No.56 Purwodadi  Kec. Sunggal Kabupaten Deli Serdang Sumatera Utara 20352,Telp.  08116022455,wanita,diatas 0 tahun,verbal
LBH  Yesaya 56 ,Hukum,Lembaga Bantuan Hukum Yesaya 56 melayani masyarakat dengan memberikan layanan konsultasi hukum. Pengembangan organisasi dan untuk mempermudah akses Bantuan Hukum bagi Masyarakat tidak mampu (miskin). Yayasan YESAYA 56 sebagai Organisasi Pemberi Bantuan Hukum yg telah Terakreditasi berdasarkan Keputusan Menteri Hukum dan HAM RI No: M.HH-01.HN.03.03 TAHUN 2016. ,Sumatra Utara,Jln. Pembangunan Desa No.56 Purwodadi  Kec. Sunggal Kabupaten Deli Serdang Sumatera Utara 20352,Telp.  08116022455,pria,diatas 0 tahun,fisik
LBH  Yesaya 56 ,Hukum,Lembaga Bantuan Hukum Yesaya 56 melayani masyarakat dengan memberikan layanan konsultasi hukum. Pengembangan organisasi dan untuk mempermudah akses Bantuan Hukum bagi Masyarakat tidak mampu (miskin). Yayasan YESAYA 56 sebagai Organisasi Pemberi Bantuan Hukum yg telah Terakreditasi berdasarkan Keputusan Menteri Hukum dan HAM RI No: M.HH-01.HN.03.03 TAHUN 2016. ,Sumatra Utara,Jln. Pembangunan Desa No.56 Purwodadi  Kec. Sunggal Kabupaten Deli Serdang Sumatera Utara 20352,Telp.  08116022455,wanita,diatas 0 tahun,fisik
Lembaga Bantuan Hukum Humaniora,Hukum,Komnas HAM RI bersama LBH melayani Pengaduan untuk Penegakan HAM. Setiap masyarakat baik secara personal maupun kelompok tentu memiliki dimensi sosial yang berkaitan dengan hukum dalam hal inilah mempengaruhi terjadinya pelanggaran Hak Asasi Manusia (HAM). Sebagai masyarakat yang rentan dengan persoalan hukum termasuk HAM sudah selayaknya masyarakat memahami hak dan kewajibannya. Atas dasar itulah Komisi Nasional Hak Asasi Manusia (Komnas HAM RI) selaku lembaga independen menjalankan amanah Undang-Undang RI Nomor 39 Tahun 1999 tentang HAM melakukan edukasi kepada masyarakat. Pada kesempatan ini Komnas HAM RI menggandeng Lembaga Advokasi dan Bantuan Hukum (LBH Humaniora) yang dikenal aktif melakukan pembelaan hukum kepada masyarakat dan publik.,Sumatra Utara, Jl. Menteng Indah Blok B1 No.31  Medan Tenggara Kec. Medan Denai Kota Medan Sumatera Utara 20228,Telp. (061)75057067,pria,diatas 0 tahun,verbal
Lembaga Bantuan Hukum Humaniora,Hukum,Komnas HAM RI bersama LBH melayani Pengaduan untuk Penegakan HAM. Setiap masyarakat baik secara personal maupun kelompok tentu memiliki dimensi sosial yang berkaitan dengan hukum dalam hal inilah mempengaruhi terjadinya pelanggaran Hak Asasi Manusia (HAM). Sebagai masyarakat yang rentan dengan persoalan hukum termasuk HAM sudah selayaknya masyarakat memahami hak dan kewajibannya. Atas dasar itulah Komisi Nasional Hak Asasi Manusia (Komnas HAM RI) selaku lembaga independen menjalankan amanah Undang-Undang RI Nomor 39 Tahun 1999 tentang HAM melakukan edukasi kepada masyarakat. Pada kesempatan ini Komnas HAM RI menggandeng Lembaga Advokasi dan Bantuan Hukum (LBH Humaniora) yang dikenal aktif melakukan pembelaan hukum kepada masyarakat dan publik.,Sumatra Utara, Jl. Menteng Indah Blok B1 No.31  Medan Tenggara Kec. Medan Denai Kota Medan Sumatera Utara 20228,Telp. (061)75057067,wanita,diatas 0 tahun,verbal
Lembaga Bantuan Hukum Humaniora,Hukum,Komnas HAM RI bersama LBH melayani Pengaduan untuk Penegakan HAM. Setiap masyarakat baik secara personal maupun kelompok tentu memiliki dimensi sosial yang berkaitan dengan hukum dalam hal inilah mempengaruhi terjadinya pelanggaran Hak Asasi Manusia (HAM). Sebagai masyarakat yang rentan dengan persoalan hukum termasuk HAM sudah selayaknya masyarakat memahami hak dan kewajibannya. Atas dasar itulah Komisi Nasional Hak Asasi Manusia (Komnas HAM RI) selaku lembaga independen menjalankan amanah Undang-Undang RI Nomor 39 Tahun 1999 tentang HAM melakukan edukasi kepada masyarakat. Pada kesempatan ini Komnas HAM RI menggandeng Lembaga Advokasi dan Bantuan Hukum (LBH Humaniora) yang dikenal aktif melakukan pembelaan hukum kepada masyarakat dan publik.,Sumatra Utara, Jl. Menteng Indah Blok B1 No.31  Medan Tenggara Kec. Medan Denai Kota Medan Sumatera Utara 20228,Telp. (061)75057067,pria,diatas 0 tahun,fisik
Lembaga Bantuan Hukum Humaniora,Hukum,Komnas HAM RI bersama LBH melayani Pengaduan untuk Penegakan HAM. Setiap masyarakat baik secara personal maupun kelompok tentu memiliki dimensi sosial yang berkaitan dengan hukum dalam hal inilah mempengaruhi terjadinya pelanggaran Hak Asasi Manusia (HAM). Sebagai masyarakat yang rentan dengan persoalan hukum termasuk HAM sudah selayaknya masyarakat memahami hak dan kewajibannya. Atas dasar itulah Komisi Nasional Hak Asasi Manusia (Komnas HAM RI) selaku lembaga independen menjalankan amanah Undang-Undang RI Nomor 39 Tahun 1999 tentang HAM melakukan edukasi kepada masyarakat. Pada kesempatan ini Komnas HAM RI menggandeng Lembaga Advokasi dan Bantuan Hukum (LBH Humaniora) yang dikenal aktif melakukan pembelaan hukum kepada masyarakat dan publik.,Sumatra Utara, Jl. Menteng Indah Blok B1 No.31  Medan Tenggara Kec. Medan Denai Kota Medan Sumatera Utara 20228,Telp. (061)75057067,wanita,diatas 0 tahun,fisik
Dinas Pemberdayaan Perempuan dan Perlindungan Anak (DPPPA) Sumatra Selatan,Hukum,Dinas Pemberdayaan Perempuan dan Perlindungan Anak Provinsi Sumatera Selatan sebagai salah satu Satuan Kerja Perangkat Daerah Pemerintah Provinsi Sumatera Selatan berkepentingan untuk memberikan kontribusi terhadap upaya pemecahan permasalahan yang berkaitan dengan pemberdayaan perempuan dan perlindungan anak. Pemerintah Provinsi Sumatera Selatan harus menetapkan kebijakan dan memberikan peluang yang seluas-luasnya bagi kaum perempuan untuk membentuk jati dirinya secara proporsional dan bertanggung jawab dengan memperluas aksesibilitas memperkuat partisipasi dan kendali peran serta memberikan ruang seluas-luasnya untuk mengenyam manfaat pembangunan dari seluruh aspek kehidupan serta menekan dan semaksimal mungkin menghilangkan tindakan kekerasan terhadap perempuan dan anak. Secara konseptual Visi dan Misi Pemberdayaan Perempuan dan Perlindungan Anak senantiasa bermuara kepada ketercapaian kesetaraan dan keadilan gender dalam kehidupan keluarga masyarakat berbangsa dan ber-negara dan sejalan dengan Visi Pemerintah Daerah Provinsi Sumatera Selatan.,Sumatra Selatan,Jln. Ade Irma Suryani Nasution No. 1254 Palembang Provinsi Sumatra Selatan Kode Pos 30129,Telp. (0711) 314004,pria,dibawah 18 tahun,verbal
Dinas Pemberdayaan Perempuan dan Perlindungan Anak (DPPPA) Sumatra Selatan,Hukum,Dinas Pemberdayaan Perempuan dan Perlindungan Anak Provinsi Sumatera Selatan sebagai salah satu Satuan Kerja Perangkat Daerah Pemerintah Provinsi Sumatera Selatan berkepentingan untuk memberikan kontribusi terhadap upaya pemecahan permasalahan yang berkaitan dengan pemberdayaan perempuan dan perlindungan anak. Pemerintah Provinsi Sumatera Selatan harus menetapkan kebijakan dan memberikan peluang yang seluas-luasnya bagi kaum perempuan untuk membentuk jati dirinya secara proporsional dan bertanggung jawab dengan memperluas aksesibilitas memperkuat partisipasi dan kendali peran serta memberikan ruang seluas-luasnya untuk mengenyam manfaat pembangunan dari seluruh aspek kehidupan serta menekan dan semaksimal mungkin menghilangkan tindakan kekerasan terhadap perempuan dan anak. Secara konseptual Visi dan Misi Pemberdayaan Perempuan dan Perlindungan Anak senantiasa bermuara kepada ketercapaian kesetaraan dan keadilan gender dalam kehidupan keluarga masyarakat berbangsa dan ber-negara dan sejalan dengan Visi Pemerintah Daerah Provinsi Sumatera Selatan.,Sumatra Selatan,Jln. Ade Irma Suryani Nasution No. 1254 Palembang Provinsi Sumatra Selatan Kode Pos 30129,Telp. (0711)314004,wanita,diatas 0 tahun,verbal
Dinas Pemberdayaan Perempuan dan Perlindungan Anak (DPPPA) Sumatra Selatan,Hukum,Dinas Pemberdayaan Perempuan dan Perlindungan Anak Provinsi Sumatera Selatan sebagai salah satu Satuan Kerja Perangkat Daerah Pemerintah Provinsi Sumatera Selatan berkepentingan untuk memberikan kontribusi terhadap upaya pemecahan permasalahan yang berkaitan dengan pemberdayaan perempuan dan perlindungan anak. Pemerintah Provinsi Sumatera Selatan harus menetapkan kebijakan dan memberikan peluang yang seluas-luasnya bagi kaum perempuan untuk membentuk jati dirinya secara proporsional dan bertanggung jawab dengan memperluas aksesibilitas memperkuat partisipasi dan kendali peran serta memberikan ruang seluas-luasnya untuk mengenyam manfaat pembangunan dari seluruh aspek kehidupan serta menekan dan semaksimal mungkin menghilangkan tindakan kekerasan terhadap perempuan dan anak. Secara konseptual Visi dan Misi Pemberdayaan Perempuan dan Perlindungan Anak senantiasa bermuara kepada ketercapaian kesetaraan dan keadilan gender dalam kehidupan keluarga masyarakat berbangsa dan ber-negara dan sejalan dengan Visi Pemerintah Daerah Provinsi Sumatera Selatan.,Sumatra Selatan,Jln. Ade Irma Suryani Nasution No. 1254 Palembang Provinsi Sumatra Selatan Kode Pos 30129,Telp. (0711)314004,pria,dibawah 18 tahun,fisik
Dinas Pemberdayaan Perempuan dan Perlindungan Anak (DPPPA) Sumatra Selatan,Hukum,Dinas Pemberdayaan Perempuan dan Perlindungan Anak Provinsi Sumatera Selatan sebagai salah satu Satuan Kerja Perangkat Daerah Pemerintah Provinsi Sumatera Selatan berkepentingan untuk memberikan kontribusi terhadap upaya pemecahan permasalahan yang berkaitan dengan pemberdayaan perempuan dan perlindungan anak. Pemerintah Provinsi Sumatera Selatan harus menetapkan kebijakan dan memberikan peluang yang seluas-luasnya bagi kaum perempuan untuk membentuk jati dirinya secara proporsional dan bertanggung jawab dengan memperluas aksesibilitas memperkuat partisipasi dan kendali peran serta memberikan ruang seluas-luasnya untuk mengenyam manfaat pembangunan dari seluruh aspek kehidupan serta menekan dan semaksimal mungkin menghilangkan tindakan kekerasan terhadap perempuan dan anak. Secara konseptual Visi dan Misi Pemberdayaan Perempuan dan Perlindungan Anak senantiasa bermuara kepada ketercapaian kesetaraan dan keadilan gender dalam kehidupan keluarga masyarakat berbangsa dan ber-negara dan sejalan dengan Visi Pemerintah Daerah Provinsi Sumatera Selatan.,Sumatra Selatan,Jln. Ade Irma Suryani Nasution No. 1254 Palembang Provinsi Sumatra Selatan Kode Pos 30129,Telp. (0711)314004,wanita,diatas 0 tahun,fisik
Koalisi Perempuan Indonesia Palembang,Hukum,Koalisi Perempuan Indonesia untuk Keadilan dan Demokrasi disingkat Koalisi Perempuan Indonesia dikukuhkan melalui Kongres Perempuan Indonesia di Yogyakarta pada Kamis tanggal 17 Desember 1998. Koalisi Perempuan Indonesia adalah organisasi perempuan yang berjuang untuk mewujudkan keadilan dan demokrasi dengan berpegang teguh kepada nilai-nilai dan prinsip kejujuran keterbukaan persamaan kesetaraan persaudarian (sisterhood) kebebasan kerakyatan kemandirian keberagaman non- sektarian non- partisan nir kekerasan berwawasan lingkungan dan solidaritas pada rakyat kecil dan yang tertindas. Disamping itu Koalisi Perempuan Indonesia juga menolak segala bentuk diskriminasi berdasar jenis kelamin kelas social agama kepercayaan ras etnis orientasi seksual warna kulit bentuk tubuh kemampuan fisik yang berbeda (diffable) usia status perkawinan pekerjaan pandangan politik dan perbedaan- perbedaan lainnya serta merawat lingkungan hidup.,Sumatra Selatan,Jln. Juaro IX No. 14b Sialang Saku  RT 44/13 Sialang Kota Palembang Sumatra Selatan 30961,Telp. (0711) 813031,pria,dibawah 18 tahun,verbal
Koalisi Perempuan Indonesia Palembang,Hukum,Koalisi Perempuan Indonesia untuk Keadilan dan Demokrasi disingkat Koalisi Perempuan Indonesia dikukuhkan melalui Kongres Perempuan Indonesia di Yogyakarta pada Kamis tanggal 17 Desember 1998. Koalisi Perempuan Indonesia adalah organisasi perempuan yang berjuang untuk mewujudkan keadilan dan demokrasi dengan berpegang teguh kepada nilai-nilai dan prinsip kejujuran keterbukaan persamaan kesetaraan persaudarian (sisterhood) kebebasan kerakyatan kemandirian keberagaman non- sektarian non- partisan nir kekerasan berwawasan lingkungan dan solidaritas pada rakyat kecil dan yang tertindas. Disamping itu Koalisi Perempuan Indonesia juga menolak segala bentuk diskriminasi berdasar jenis kelamin kelas social agama kepercayaan ras etnis orientasi seksual warna kulit bentuk tubuh kemampuan fisik yang berbeda (diffable) usia status perkawinan pekerjaan pandangan politik dan perbedaan- perbedaan lainnya serta merawat lingkungan hidup.,Sumatra Selatan,Jln. Juaro IX No. 14b Sialang Saku  RT 44/13 Sialang Kota Palembang Sumatra Selatan 30961,Telp. (0711) 813031,wanita,diatas 0 tahun,verbal
Koalisi Perempuan Indonesia Palembang,Hukum,Koalisi Perempuan Indonesia untuk Keadilan dan Demokrasi disingkat Koalisi Perempuan Indonesia dikukuhkan melalui Kongres Perempuan Indonesia di Yogyakarta pada Kamis tanggal 17 Desember 1998. Koalisi Perempuan Indonesia adalah organisasi perempuan yang berjuang untuk mewujudkan keadilan dan demokrasi dengan berpegang teguh kepada nilai-nilai dan prinsip kejujuran keterbukaan persamaan kesetaraan persaudarian (sisterhood) kebebasan kerakyatan kemandirian keberagaman non- sektarian non- partisan nir kekerasan berwawasan lingkungan dan solidaritas pada rakyat kecil dan yang tertindas. Disamping itu Koalisi Perempuan Indonesia juga menolak segala bentuk diskriminasi berdasar jenis kelamin kelas social agama kepercayaan ras etnis orientasi seksual warna kulit bentuk tubuh kemampuan fisik yang berbeda (diffable) usia status perkawinan pekerjaan pandangan politik dan perbedaan- perbedaan lainnya serta merawat lingkungan hidup.,Sumatra Selatan,Jln. Juaro IX No. 14b Sialang Saku  RT 44/13 Sialang Kota Palembang Sumatra Selatan 30961,Telp. (0711) 813031,pria,dibawah 18 tahun,fisik
